time_bin,src,dst,packets,bytes,regime
13,s00000015,d00000314,0.655,511,hotspot_zipf
14,s00000000,d00000343,2.876,423,hotspot_zipf
4,s00000473,d00000237,1.02,917,hotspot_zipf
10,s00000015,d00000492,1.609,722,hotspot_zipf
8,s00000015,d00000237,4.445,1951,hotspot_zipf
2,s00000015,d00000492,2.843,2872,hotspot_zipf
9,s00000282,d00000237,1.271,1341,hotspot_zipf
9,s00000115,d00000156,3.232,1306,hotspot_zipf
3,s00000000,d00000237,1.587,332,hotspot_zipf
0,s00000282,d00000247,5.326,2551,hotspot_zipf
11,s00000015,d00000168,2.657,2715,hotspot_zipf
4,s00000305,d00000112,4.696,6241,hotspot_zipf
11,s00000140,d00000168,2.596,633,hotspot_zipf
14,s00000200,d00000254,6.473,2841,hotspot_zipf
11,s00000097,d00000147,2.92,3433,hotspot_zipf
0,s00000282,d00000023,3.261,2808,hotspot_zipf
7,s00000485,d00000359,1.983,708,hotspot_zipf
5,s00000321,d00000492,3.746,5387,hotspot_zipf
7,s00000000,d00000359,0.668,771,hotspot_zipf
1,s00000140,d00000285,36.31,6790,hotspot_zipf
4,s00000015,d00000246,1.785,2081,hotspot_zipf
14,s00000015,d00000176,3.599,2271,hotspot_zipf
11,s00000015,d00000237,2.148,2973,hotspot_zipf
0,s00000015,d00000247,2.121,2490,hotspot_zipf
10,s00000473,d00000168,4.724,4998,hotspot_zipf
9,s00000297,d00000147,2.077,2338,hotspot_zipf
0,s00000368,d00000237,2.236,1431,hotspot_zipf
7,s00000282,d00000237,0.951,880,hotspot_zipf
4,s00000015,d00000492,1.431,1430,hotspot_zipf
14,s00000015,d00000168,1.147,1203,hotspot_zipf
5,s00000057,d00000168,16.619,20226,hotspot_zipf
0,s00000015,d00000112,0.988,260,hotspot_zipf
15,s00000033,d00000029,1.249,586,hotspot_zipf
0,s00000297,d00000112,3.904,578,hotspot_zipf
11,s00000011,d00000237,11.862,2645,hotspot_zipf
13,s00000015,d00000492,0.714,169,hotspot_zipf
14,s00000140,d00000112,0.814,780,hotspot_zipf
2,s00000282,d00000112,3.669,4806,hotspot_zipf
3,s00000282,d00000237,4.441,1345,hotspot_zipf
7,s00000282,d00000168,0.917,285,hotspot_zipf
8,s00000015,d00000059,0.648,701,hotspot_zipf
14,s00000015,d00000369,1.379,1408,hotspot_zipf
14,s00000015,d00000112,6.414,4060,hotspot_zipf
5,s00000015,d00000168,3.148,538,hotspot_zipf
13,s00000297,d00000247,6.398,3436,hotspot_zipf
3,s00000488,d00000251,2.971,3847,hotspot_zipf
4,s00000282,d00000487,3.174,4168,hotspot_zipf
13,s00000000,d00000237,5.68,6425,hotspot_zipf
14,s00000015,d00000112,2.938,2985,hotspot_zipf
12,s00000321,d00000102,4.04,4982,hotspot_zipf
15,s00000466,d00000237,1.438,1342,hotspot_zipf
15,s00000262,d00000168,1.903,2701,hotspot_zipf
14,s00000015,d00000168,4.978,6954,hotspot_zipf
12,s00000015,d00000112,2.631,2533,hotspot_zipf
8,s00000282,d00000168,1.666,876,hotspot_zipf
9,s00000393,d00000168,5.897,7602,hotspot_zipf
3,s00000015,d00000168,5.336,3767,hotspot_zipf
3,s00000015,d00000168,3.241,4683,hotspot_zipf
6,s00000000,d00000247,1.647,852,hotspot_zipf
12,s00000015,d00000168,7.31,1396,hotspot_zipf
11,s00000368,d00000351,30.847,39700,hotspot_zipf
8,s00000282,d00000168,1.556,199,hotspot_zipf
9,s00000487,d00000168,0.814,618,hotspot_zipf
6,s00000000,d00000445,1.616,1766,hotspot_zipf
4,s00000015,d00000237,1.407,722,hotspot_zipf
9,s00000321,d00000351,1.044,913,hotspot_zipf
11,s00000282,d00000168,1.123,1030,hotspot_zipf
2,s00000000,d00000492,6.982,2814,hotspot_zipf
9,s00000020,d00000237,7.055,8988,hotspot_zipf
14,s00000282,d00000168,12.333,12358,hotspot_zipf
0,s00000282,d00000168,6.37,5427,hotspot_zipf
5,s00000089,d00000102,2.117,2068,hotspot_zipf
5,s00000015,d00000059,8.632,9823,hotspot_zipf
14,s00000473,d00000136,1.875,1007,hotspot_zipf
13,s00000125,d00000168,2.378,2252,hotspot_zipf
12,s00000282,d00000168,1.131,153,hotspot_zipf
14,s00000200,d00000168,9.8,6164,hotspot_zipf
10,s00000015,d00000059,8.066,11534,hotspot_zipf
1,s00000015,d00000112,2.14,753,hotspot_zipf
4,s00000000,d00000033,2.455,2001,hotspot_zipf
14,s00000015,d00000059,3.351,3378,hotspot_zipf
11,s00000015,d00000168,3.889,766,hotspot_zipf
15,s00000029,d00000237,6.939,1568,hotspot_zipf
5,s00000015,d00000112,3.444,4026,hotspot_zipf
12,s00000015,d00000359,4.651,1874,hotspot_zipf
14,s00000349,d00000492,0.841,1075,hotspot_zipf
3,s00000000,d00000237,2.472,598,hotspot_zipf
5,s00000015,d00000061,0.646,375,hotspot_zipf
0,s00000321,d00000112,16.12,15620,hotspot_zipf
13,s00000200,d00000168,11.37,13246,hotspot_zipf
5,s00000053,d00000459,6.168,1234,hotspot_zipf
0,s00000015,d00000492,8.801,1382,hotspot_zipf
8,s00000206,d00000247,19.654,12343,hotspot_zipf
12,s00000015,d00000373,7.538,7802,hotspot_zipf
2,s00000383,d00000102,0.772,102,hotspot_zipf
8,s00000352,d00000168,2.687,3805,hotspot_zipf
14,s00000015,d00000168,0.389,398,hotspot_zipf
9,s00000000,d00000156,1.554,1711,hotspot_zipf
8,s00000413,d00000187,1.056,321,hotspot_zipf
9,s00000015,d00000187,3.208,1398,hotspot_zipf
0,s00000282,d00000492,4.587,3794,hotspot_zipf
15,s00000382,d00000080,1.401,855,hotspot_zipf
9,s00000321,d00000168,2.503,1632,hotspot_zipf
9,s00000393,d00000112,4.15,4121,hotspot_zipf
3,s00000140,d00000156,2.802,3107,hotspot_zipf
15,s00000355,d00000168,2.747,1838,hotspot_zipf
0,s00000115,d00000168,0.371,368,hotspot_zipf
11,s00000015,d00000490,2.168,3123,hotspot_zipf
9,s00000140,d00000168,6.574,3563,hotspot_zipf
7,s00000015,d00000168,4.064,4670,hotspot_zipf
11,s00000297,d00000112,0.848,1090,hotspot_zipf
14,s00000352,d00000156,2.519,1670,hotspot_zipf
10,s00000015,d00000156,4.09,4405,hotspot_zipf
12,s00000015,d00000203,1.34,1391,hotspot_zipf
9,s00000015,d00000168,5.904,3093,hotspot_zipf
11,s00000119,d00000168,1.564,250,hotspot_zipf
8,s00000473,d00000168,2.388,962,hotspot_zipf
14,s00000473,d00000033,2.915,1534,hotspot_zipf
2,s00000473,d00000353,23.845,26659,hotspot_zipf
3,s00000282,d00000063,2.409,284,hotspot_zipf
2,s00000282,d00000168,1.923,198,hotspot_zipf
2,s00000015,d00000492,6.121,3281,hotspot_zipf
9,s00000015,d00000112,2.103,2894,hotspot_zipf
9,s00000000,d00000059,3.824,1182,hotspot_zipf
0,s00000352,d00000168,0.423,492,hotspot_zipf
5,s00000015,d00000237,4.201,3096,hotspot_zipf
11,s00000015,d00000168,3.157,1095,hotspot_zipf
2,s00000015,d00000156,1.006,524,hotspot_zipf
11,s00000015,d00000237,10.891,14137,hotspot_zipf
4,s00000282,d00000237,2.592,378,hotspot_zipf
9,s00000000,d00000168,2.693,380,hotspot_zipf
0,s00000015,d00000237,0.984,281,hotspot_zipf
8,s00000429,d00000351,0.744,247,hotspot_zipf
13,s00000368,d00000168,1.926,1217,hotspot_zipf
2,s00000282,d00000168,0.816,977,hotspot_zipf
1,s00000245,d00000237,4.991,4477,hotspot_zipf
10,s00000015,d00000168,7.017,3298,hotspot_zipf
0,s00000401,d00000102,1.813,781,hotspot_zipf
12,s00000297,d00000394,0.754,362,hotspot_zipf
8,s00000158,d00000112,2.251,1393,hotspot_zipf
2,s00000015,d00000247,1.236,898,hotspot_zipf
4,s00000015,d00000168,3.727,5125,hotspot_zipf
15,s00000015,d00000254,3.771,3130,hotspot_zipf
2,s00000015,d00000168,2.185,1379,hotspot_zipf
2,s00000000,d00000314,3.425,4209,hotspot_zipf
8,s00000020,d00000168,8.178,5986,hotspot_zipf
13,s00000084,d00000168,14.85,19127,hotspot_zipf
6,s00000015,d00000247,2.004,1509,hotspot_zipf
15,s00000015,d00000321,6.138,460,hotspot_zipf
6,s00000015,d00000168,2.587,3482,hotspot_zipf
12,s00000015,d00000456,1.237,696,hotspot_zipf
10,s00000282,d00000237,10.151,2994,hotspot_zipf
12,s00000140,d00000459,4.559,6256,hotspot_zipf
2,s00000015,d00000135,3.634,2584,hotspot_zipf
10,s00000321,d00000471,4.405,3387,hotspot_zipf
7,s00000158,d00000247,2.765,3280,hotspot_zipf
15,s00000102,d00000471,1.241,463,hotspot_zipf
14,s00000282,d00000168,15.818,12638,hotspot_zipf
3,s00000297,d00000183,7.19,3962,hotspot_zipf
5,s00000365,d00000382,4.055,2137,hotspot_zipf
14,s00000333,d00000237,7.628,3715,hotspot_zipf
11,s00000282,d00000168,10.176,5963,hotspot_zipf
0,s00000282,d00000168,2.673,1989,hotspot_zipf
6,s00000015,d00000474,5.426,1818,hotspot_zipf
14,s00000282,d00000237,2.389,724,hotspot_zipf
3,s00000015,d00000068,5.714,5668,hotspot_zipf
9,s00000015,d00000168,2.545,707,hotspot_zipf
6,s00000015,d00000183,28.599,35291,hotspot_zipf
2,s00000019,d00000123,2.319,2227,hotspot_zipf
1,s00000000,d00000168,5.088,5454,hotspot_zipf
10,s00000282,d00000237,4.853,1514,hotspot_zipf
4,s00000297,d00000102,2.366,312,hotspot_zipf
15,s00000297,d00000168,7.428,4063,hotspot_zipf
4,s00000015,d00000359,2.967,3418,hotspot_zipf
0,s00000282,d00000059,2.208,393,hotspot_zipf
13,s00000352,d00000110,3.203,3520,hotspot_zipf
8,s00000000,d00000314,1.627,345,hotspot_zipf
13,s00000015,d00000237,9.388,5520,hotspot_zipf
10,s00000015,d00000168,5.613,3054,hotspot_zipf
12,s00000115,d00000351,7.74,3545,hotspot_zipf
5,s00000015,d00000147,0.948,959,hotspot_zipf
7,s00000203,d00000021,4.081,5697,hotspot_zipf
8,s00000015,d00000314,1.601,2121,hotspot_zipf
1,s00000282,d00000237,3.457,885,hotspot_zipf
10,s00000200,d00000168,10.065,8052,hotspot_zipf
11,s00000282,d00000203,4.03,4671,hotspot_zipf
0,s00000015,d00000102,2.731,2676,hotspot_zipf
8,s00000282,d00000168,8.763,3838,hotspot_zipf
1,s00000282,d00000202,7.943,6426,hotspot_zipf
12,s00000282,d00000351,16.878,13789,hotspot_zipf
13,s00000000,d00000168,0.599,183,hotspot_zipf
7,s00000473,d00000072,4.294,4453,hotspot_zipf
12,s00000252,d00000102,2.199,1750,hotspot_zipf
0,s00000015,d00000168,1.456,1939,hotspot_zipf
9,s00000041,d00000237,3.548,4658,hotspot_zipf
8,s00000168,d00000237,1.124,1275,hotspot_zipf
2,s00000169,d00000237,0.429,399,hotspot_zipf
1,s00000015,d00000359,1.42,248,hotspot_zipf
2,s00000015,d00000237,2.528,630,hotspot_zipf
14,s00000015,d00000237,17.159,21689,hotspot_zipf
6,s00000305,d00000237,1.671,1753,hotspot_zipf
0,s00000048,d00000237,1.117,1577,hotspot_zipf
4,s00000000,d00000247,0.54,382,hotspot_zipf
6,s00000091,d00000492,2.331,266,hotspot_zipf
13,s00000015,d00000112,2.577,211,hotspot_zipf
2,s00000000,d00000237,3.655,1733,hotspot_zipf
12,s00000473,d00000112,0.871,1071,hotspot_zipf
8,s00000015,d00000147,1.611,2073,hotspot_zipf
10,s00000203,d00000450,0.416,460,hotspot_zipf
0,s00000015,d00000168,3.721,2977,hotspot_zipf
11,s00000000,d00000200,0.779,888,hotspot_zipf
15,s00000429,d00000147,0.27,21,hotspot_zipf
12,s00000468,d00000168,9.089,11997,hotspot_zipf
10,s00000015,d00000044,5.041,5686,hotspot_zipf
2,s00000033,d00000208,4.389,2734,hotspot_zipf
13,s00000015,d00000484,4.386,6276,hotspot_zipf
11,s00000015,d00000237,1.26,1150,hotspot_zipf
6,s00000282,d00000237,8.408,2270,hotspot_zipf
4,s00000305,d00000179,1.246,724,hotspot_zipf
5,s00000297,d00000168,17.876,22613,hotspot_zipf
1,s00000282,d00000247,3.921,3313,hotspot_zipf
6,s00000000,d00000168,0.608,562,hotspot_zipf
5,s00000015,d00000168,6.995,1875,hotspot_zipf
0,s00000158,d00000169,18.899,17179,hotspot_zipf
1,s00000282,d00000492,2.545,1433,hotspot_zipf
11,s00000015,d00000247,8.357,1070,hotspot_zipf
12,s00000084,d00000237,2.645,2267,hotspot_zipf
8,s00000354,d00000112,1.819,2569,hotspot_zipf
1,s00000000,d00000299,0.313,149,hotspot_zipf
9,s00000015,d00000168,9.742,14097,hotspot_zipf
14,s00000015,d00000237,2.145,2475,hotspot_zipf
4,s00000487,d00000184,4.509,1096,hotspot_zipf
0,s00000015,d00000264,1.154,502,hotspot_zipf
0,s00000000,d00000059,1.414,1692,hotspot_zipf
11,s00000032,d00000102,8.759,4984,hotspot_zipf
10,s00000282,d00000168,2.263,1242,hotspot_zipf
8,s00000015,d00000143,2.233,406,hotspot_zipf
13,s00000352,d00000237,1.03,107,hotspot_zipf
4,s00000015,d00000112,3.872,2819,hotspot_zipf
6,s00000282,d00000102,6.462,5080,hotspot_zipf
5,s00000015,d00000168,2.118,2073,hotspot_zipf
6,s00000404,d00000080,2.708,3337,hotspot_zipf
10,s00000015,d00000282,1.068,638,hotspot_zipf
4,s00000282,d00000168,11.343,9868,hotspot_zipf
3,s00000352,d00000168,1.838,301,hotspot_zipf
3,s00000015,d00000237,2.789,396,hotspot_zipf
6,s00000015,d00000492,14.635,5913,hotspot_zipf
11,s00000262,d00000168,2.617,3298,hotspot_zipf
1,s00000144,d00000163,0.793,771,hotspot_zipf
8,s00000140,d00000168,1.393,918,hotspot_zipf
1,s00000305,d00000248,2.324,2782,hotspot_zipf
15,s00000118,d00000459,16.034,13453,hotspot_zipf
9,s00000140,d00000112,3.933,2183,hotspot_zipf
9,s00000140,d00000059,2.625,1646,hotspot_zipf
4,s00000095,d00000168,6.796,7768,hotspot_zipf
2,s00000020,d00000168,10.441,14638,hotspot_zipf
13,s00000015,d00000247,1.623,428,hotspot_zipf
4,s00000015,d00000237,11.751,9553,hotspot_zipf
8,s00000015,d00000247,6.995,8807,hotspot_zipf
10,s00000015,d00000168,4.834,5782,hotspot_zipf
1,s00000305,d00000168,0.38,244,hotspot_zipf
5,s00000015,d00000471,3.85,5302,hotspot_zipf
0,s00000015,d00000061,11.372,6016,hotspot_zipf
11,s00000191,d00000040,2.519,2235,hotspot_zipf
14,s00000015,d00000033,26.06,7818,hotspot_zipf
10,s00000015,d00000314,3.452,4283,hotspot_zipf
10,s00000015,d00000168,1.288,895,hotspot_zipf
12,s00000147,d00000237,5.527,1962,hotspot_zipf
10,s00000282,d00000237,4.218,5192,hotspot_zipf
9,s00000473,d00000314,6.872,2268,hotspot_zipf
1,s00000368,d00000168,2.645,1312,hotspot_zipf
7,s00000039,d00000168,10.524,11471,hotspot_zipf
11,s00000088,d00000112,1.957,1951,hotspot_zipf
8,s00000032,d00000168,3.648,3652,hotspot_zipf
0,s00000015,d00000132,1.047,467,hotspot_zipf
4,s00000473,d00000449,1.57,2176,hotspot_zipf
1,s00000000,d00000247,3.896,3974,hotspot_zipf
3,s00000015,d00000168,1.787,1003,hotspot_zipf
1,s00000282,d00000168,2.156,2445,hotspot_zipf
13,s00000262,d00000168,2.689,844,hotspot_zipf
7,s00000015,d00000237,4.08,1542,hotspot_zipf
10,s00000468,d00000476,6.501,4180,hotspot_zipf
6,s00000020,d00000168,6.513,586,hotspot_zipf
9,s00000262,d00000237,8.217,10674,hotspot_zipf
3,s00000015,d00000168,3.91,5631,hotspot_zipf
12,s00000413,d00000484,1.98,1628,hotspot_zipf
1,s00000015,d00000156,0.77,373,hotspot_zipf
1,s00000015,d00000237,2.369,1180,hotspot_zipf
13,s00000411,d00000102,1.577,1476,hotspot_zipf
9,s00000473,d00000168,0.624,473,hotspot_zipf
14,s00000439,d00000492,14.524,20755,hotspot_zipf
13,s00000352,d00000246,0.611,658,hotspot_zipf
2,s00000015,d00000059,4.492,5737,hotspot_zipf
9,s00000000,d00000492,5.388,1126,hotspot_zipf
7,s00000089,d00000168,2.628,3224,hotspot_zipf
14,s00000000,d00000203,34.181,35411,hotspot_zipf
0,s00000473,d00000473,3.315,4544,hotspot_zipf
2,s00000000,d00000223,1.62,1082,hotspot_zipf
1,s00000015,d00000156,16.147,9058,hotspot_zipf
15,s00000015,d00000168,1.571,2009,hotspot_zipf
11,s00000000,d00000247,0.881,717,hotspot_zipf
4,s00000144,d00000168,1.303,1535,hotspot_zipf
10,s00000011,d00000112,1.813,936,hotspot_zipf
11,s00000429,d00000168,3.392,3826,hotspot_zipf
6,s00000282,d00000102,4.424,3624,hotspot_zipf
15,s00000015,d00000102,0.814,106,hotspot_zipf
0,s00000355,d00000112,4.476,5814,hotspot_zipf
8,s00000321,d00000168,24.893,20039,hotspot_zipf
9,s00000015,d00000168,1.697,1191,hotspot_zipf
4,s00000364,d00000112,2.886,401,hotspot_zipf
0,s00000466,d00000247,6.135,1687,hotspot_zipf
15,s00000282,d00000237,9.762,5418,hotspot_zipf
10,s00000015,d00000314,1.77,1982,hotspot_zipf
4,s00000429,d00000112,1.353,407,hotspot_zipf
13,s00000473,d00000237,1.296,1513,hotspot_zipf
11,s00000015,d00000168,8.847,6574,hotspot_zipf
14,s00000015,d00000168,7.398,9055,hotspot_zipf
9,s00000395,d00000168,0.451,163,hotspot_zipf
2,s00000282,d00000218,0.462,406,hotspot_zipf
8,s00000015,d00000203,1.052,528,hotspot_zipf
15,s00000252,d00000420,0.827,1082,hotspot_zipf
12,s00000015,d00000237,4.728,5224,hotspot_zipf
14,s00000452,d00000168,3.977,4183,hotspot_zipf
14,s00000015,d00000282,19.467,22134,hotspot_zipf
5,s00000015,d00000112,6.72,1438,hotspot_zipf
15,s00000000,d00000247,3.638,4038,hotspot_zipf
14,s00000015,d00000203,9.562,4064,hotspot_zipf
12,s00000482,d00000168,1.441,1552,hotspot_zipf
10,s00000015,d00000247,0.908,267,hotspot_zipf
13,s00000100,d00000112,3.354,1865,hotspot_zipf
7,s00000473,d00000059,7.673,3675,hotspot_zipf
0,s00000000,d00000168,0.742,87,hotspot_zipf
9,s00000015,d00000168,7.37,1629,hotspot_zipf
5,s00000352,d00000237,7.136,1056,hotspot_zipf
7,s00000015,d00000168,2.06,426,hotspot_zipf
8,s00000466,d00000203,3.799,3294,hotspot_zipf
7,s00000352,d00000492,2.534,3138,hotspot_zipf
7,s00000015,d00000508,3.506,4911,hotspot_zipf
8,s00000262,d00000246,6.807,8074,hotspot_zipf
14,s00000237,d00000168,1.562,1208,hotspot_zipf
9,s00000282,d00000168,8.419,9935,hotspot_zipf
14,s00000015,d00000299,7.211,5105,hotspot_zipf
0,s00000015,d00000368,7.459,9309,hotspot_zipf
7,s00000015,d00000477,0.538,676,hotspot_zipf
9,s00000015,d00000168,0.594,324,hotspot_zipf
14,s00000015,d00000168,6.127,3560,hotspot_zipf
5,s00000439,d00000168,1.904,1219,hotspot_zipf
5,s00000413,d00000261,1.731,647,hotspot_zipf
15,s00000015,d00000490,1.618,379,hotspot_zipf
12,s00000282,d00000187,0.954,1318,hotspot_zipf
0,s00000140,d00000168,2.504,3568,hotspot_zipf
2,s00000015,d00000237,1.681,111,hotspot_zipf
15,s00000015,d00000168,1.787,2582,hotspot_zipf
15,s00000473,d00000203,5.041,4043,hotspot_zipf
3,s00000015,d00000123,1.104,199,hotspot_zipf
7,s00000254,d00000102,9.098,2802,hotspot_zipf
0,s00000473,d00000168,0.426,61,hotspot_zipf
15,s00000015,d00000168,32.225,13148,hotspot_zipf
0,s00000323,d00000112,0.938,1060,hotspot_zipf
4,s00000015,d00000492,5.545,7580,hotspot_zipf
1,s00000282,d00000237,7.498,2429,hotspot_zipf
4,s00000321,d00000168,3.241,3228,hotspot_zipf
9,s00000352,d00000492,6.427,8169,hotspot_zipf
4,s00000473,d00000102,2.946,2428,hotspot_zipf
10,s00000282,d00000168,0.649,258,hotspot_zipf
4,s00000473,d00000359,4.46,945,hotspot_zipf
2,s00000015,d00000492,9.271,3653,hotspot_zipf
1,s00000187,d00000279,1.963,2644,hotspot_zipf
4,s00000015,d00000119,0.688,985,hotspot_zipf
12,s00000015,d00000196,1.874,1252,hotspot_zipf
3,s00000053,d00000082,4.38,5804,hotspot_zipf
8,s00000282,d00000075,4.288,871,hotspot_zipf
4,s00000304,d00000353,8.949,5906,hotspot_zipf
8,s00000000,d00000013,5.421,4456,hotspot_zipf
3,s00000473,d00000102,5.175,7209,hotspot_zipf
4,s00000015,d00000102,0.52,94,hotspot_zipf
0,s00000015,d00000237,25.047,7715,hotspot_zipf
7,s00000352,d00000237,3.403,4236,hotspot_zipf
15,s00000422,d00000151,7.172,1499,hotspot_zipf
7,s00000282,d00000168,2.369,1483,hotspot_zipf
10,s00000015,d00000478,2.831,1407,hotspot_zipf
0,s00000116,d00000147,3.437,1605,hotspot_zipf
14,s00000352,d00000081,13.79,1944,hotspot_zipf
4,s00000015,d00000237,13.073,5412,hotspot_zipf
10,s00000321,d00000102,5.739,6646,hotspot_zipf
2,s00000305,d00000183,20.111,7079,hotspot_zipf
1,s00000132,d00000168,2.269,3124,hotspot_zipf
4,s00000429,d00000059,5.242,1735,hotspot_zipf
3,s00000015,d00000237,2.147,1741,hotspot_zipf
6,s00000297,d00000247,10.704,9623,hotspot_zipf
11,s00000282,d00000168,3.375,817,hotspot_zipf
15,s00000015,d00000112,8.012,2380,hotspot_zipf
5,s00000200,d00000492,15.887,2939,hotspot_zipf
5,s00000265,d00000168,0.488,400,hotspot_zipf
2,s00000203,d00000168,23.974,5658,hotspot_zipf
14,s00000015,d00000168,4.383,5601,hotspot_zipf
2,s00000487,d00000168,2.441,1423,hotspot_zipf
11,s00000473,d00000168,0.563,612,hotspot_zipf
6,s00000000,d00000445,2.479,2281,hotspot_zipf
15,s00000473,d00000102,0.396,321,hotspot_zipf
1,s00000200,d00000346,3.552,1914,hotspot_zipf
13,s00000015,d00000168,2.802,1846,hotspot_zipf
12,s00000352,d00000059,17.514,9055,hotspot_zipf
15,s00000040,d00000112,2.427,1318,hotspot_zipf
2,s00000282,d00000237,8.789,7479,hotspot_zipf
2,s00000352,d00000183,9.584,3958,hotspot_zipf
3,s00000203,d00000168,21.886,4005,hotspot_zipf
12,s00000000,d00000168,2.613,1680,hotspot_zipf
9,s00000352,d00000451,6.611,1891,hotspot_zipf
5,s00000282,d00000247,0.811,1161,hotspot_zipf
0,s00000439,d00000237,1.183,566,hotspot_zipf
6,s00000015,d00000445,2.554,2110,hotspot_zipf
12,s00000308,d00000168,3.216,3419,hotspot_zipf
1,s00000397,d00000168,1.074,502,hotspot_zipf
2,s00000015,d00000351,2.249,3254,hotspot_zipf
2,s00000020,d00000168,6.271,2759,hotspot_zipf
0,s00000015,d00000168,2.16,2726,hotspot_zipf
10,s00000000,d00000304,2.853,1940,hotspot_zipf
6,s00000015,d00000509,1.449,1196,hotspot_zipf
3,s00000015,d00000368,11.764,8117,hotspot_zipf
9,s00000015,d00000247,16.978,18149,hotspot_zipf
10,s00000297,d00000168,3.979,2165,hotspot_zipf
6,s00000039,d00000237,2.965,1343,hotspot_zipf
5,s00000252,d00000161,15.301,12623,hotspot_zipf
11,s00000015,d00000168,5.126,5879,hotspot_zipf
10,s00000015,d00000147,1.778,1940,hotspot_zipf
11,s00000297,d00000237,0.951,100,hotspot_zipf
10,s00000140,d00000477,1.915,1982,hotspot_zipf
3,s00000262,d00000247,24.986,11868,hotspot_zipf
3,s00000036,d00000168,1.909,2044,hotspot_zipf
15,s00000237,d00000237,47.447,13427,hotspot_zipf
14,s00000429,d00000168,3.295,2599,hotspot_zipf
7,s00000015,d00000314,2.705,3732,hotspot_zipf
11,s00000177,d00000168,11.194,13601,hotspot_zipf
3,s00000282,d00000168,2.634,356,hotspot_zipf
9,s00000015,d00000168,4.686,839,hotspot_zipf
4,s00000473,d00000102,1.265,485,hotspot_zipf
9,s00000143,d00000168,1.048,908,hotspot_zipf
0,s00000015,d00000168,1.672,1734,hotspot_zipf
10,s00000297,d00000168,4.059,4940,hotspot_zipf
7,s00000343,d00000237,1.79,2374,hotspot_zipf
5,s00000282,d00000456,0.54,583,hotspot_zipf
5,s00000445,d00000314,5.132,4085,hotspot_zipf
9,s00000015,d00000203,2.84,3948,hotspot_zipf
2,s00000194,d00000168,2.555,3516,hotspot_zipf
2,s00000297,d00000112,1.878,488,hotspot_zipf
4,s00000446,d00000237,0.414,543,hotspot_zipf
15,s00000282,d00000076,14.353,14023,hotspot_zipf
14,s00000262,d00000068,2.124,1693,hotspot_zipf
11,s00000015,d00000237,5.385,6225,hotspot_zipf
1,s00000252,d00000112,11.977,3366,hotspot_zipf
12,s00000234,d00000351,9.392,5823,hotspot_zipf
1,s00000439,d00000237,3.992,3764,hotspot_zipf
11,s00000352,d00000168,3.34,1373,hotspot_zipf
1,s00000282,d00000460,4.395,5973,hotspot_zipf
13,s00000466,d00000112,7.655,5190,hotspot_zipf
14,s00000000,d00000168,5.655,5729,hotspot_zipf
7,s00000297,d00000168,2.193,2644,hotspot_zipf
8,s00000119,d00000492,5.021,2962,hotspot_zipf
4,s00000297,d00000095,4.697,1761,hotspot_zipf
1,s00000015,d00000237,6.296,2203,hotspot_zipf
0,s00000129,d00000426,4.005,4614,hotspot_zipf
8,s00000352,d00000112,11.747,7589,hotspot_zipf
8,s00000000,d00000237,3.992,4387,hotspot_zipf
3,s00000015,d00000237,7.532,1182,hotspot_zipf
2,s00000140,d00000168,3.451,2847,hotspot_zipf
11,s00000368,d00000168,1.95,1043,hotspot_zipf
7,s00000015,d00000459,1.384,1079,hotspot_zipf
0,s00000352,d00000168,2.863,3458,hotspot_zipf
0,s00000015,d00000168,5.439,7468,hotspot_zipf
10,s00000015,d00000187,10.692,7442,hotspot_zipf
12,s00000233,d00000059,3.052,754,hotspot_zipf
0,s00000282,d00000305,2.052,1114,hotspot_zipf
5,s00000404,d00000063,2.074,317,hotspot_zipf
15,s00000401,d00000492,10.921,1332,hotspot_zipf
4,s00000015,d00000492,3.658,2871,hotspot_zipf
0,s00000297,d00000314,2.089,2645,hotspot_zipf
12,s00000282,d00000385,6.57,1183,hotspot_zipf
8,s00000015,d00000237,0.979,787,hotspot_zipf
6,s00000297,d00000168,3.694,1544,hotspot_zipf
5,s00000429,d00000237,3.188,1049,hotspot_zipf
7,s00000140,d00000237,2.93,724,hotspot_zipf
8,s00000445,d00000112,1.143,1501,hotspot_zipf
10,s00000015,d00000247,8.211,11291,hotspot_zipf
4,s00000015,d00000168,15.682,12279,hotspot_zipf
0,s00000297,d00000168,0.977,747,hotspot_zipf
15,s00000015,d00000168,3.706,1701,hotspot_zipf
4,s00000262,d00000168,6.018,2540,hotspot_zipf
8,s00000140,d00000359,26.669,36456,hotspot_zipf
15,s00000015,d00000247,2.259,1163,hotspot_zipf
2,s00000297,d00000072,1.383,241,hotspot_zipf
10,s00000297,d00000247,3.305,1057,hotspot_zipf
0,s00000015,d00000445,21.288,26610,hotspot_zipf
2,s00000015,d00000237,3.538,2035,hotspot_zipf
1,s00000321,d00000237,4.237,2907,hotspot_zipf
15,s00000439,d00000168,17.079,5397,hotspot_zipf
6,s00000395,d00000237,0.462,158,hotspot_zipf
14,s00000147,d00000168,0.449,552,hotspot_zipf
15,s00000015,d00000441,7.668,6618,hotspot_zipf
10,s00000082,d00000237,6.784,5692,hotspot_zipf
1,s00000015,d00000168,0.923,983,hotspot_zipf
0,s00000140,d00000359,5.352,1135,hotspot_zipf
15,s00000015,d00000247,3.448,3320,hotspot_zipf
6,s00000015,d00000143,4.056,5042,hotspot_zipf
