time_bin,src,dst,packets,bytes,regime,target_nnz
1,s00000245,d00000142,2.654,3519,controlled,800
8,s00000234,d00000052,5.913,2129,controlled,800
11,s00000054,d00000123,1.108,499,controlled,800
12,s00000153,d00000117,3.813,4427,controlled,800
4,s00000064,d00000101,3.216,4280,controlled,800
11,s00000215,d00000141,2.268,274,controlled,800
2,s00000233,d00000140,5.361,3581,controlled,800
0,s00000243,d00000127,2.17,204,controlled,800
0,s00000039,d00000000,2.367,3245,controlled,800
4,s00000098,d00000075,7.842,4658,controlled,800
12,s00000007,d00000180,5.139,349,controlled,800
0,s00000168,d00000182,5.456,3563,controlled,800
4,s00000075,d00000197,7.031,3375,controlled,800
11,s00000125,d00000072,6.522,4063,controlled,800
1,s00000037,d00000141,12.53,16891,controlled,800
10,s00000009,d00000166,6.269,451,controlled,800
4,s00000115,d00000134,0.391,50,controlled,800
9,s00000147,d00000122,3.419,219,controlled,800
3,s00000091,d00000127,5.532,1848,controlled,800
13,s00000022,d00000245,8.524,6060,controlled,800
13,s00000107,d00000040,6.519,6473,controlled,800
14,s00000087,d00000207,5.033,5088,controlled,800
13,s00000254,d00000109,10.941,4453,controlled,800
5,s00000204,d00000200,17.503,24416,controlled,800
3,s00000254,d00000093,13.072,13817,controlled,800
13,s00000214,d00000249,4.382,5079,controlled,800
4,s00000229,d00000049,7.352,3456,controlled,800
8,s00000202,d00000157,7.855,4061,controlled,800
15,s00000099,d00000094,4.807,4989,controlled,800
14,s00000052,d00000131,9.411,6691,controlled,800
3,s00000076,d00000100,3.176,835,controlled,800
0,s00000111,d00000145,7.254,7856,controlled,800
14,s00000153,d00000074,9.02,10256,controlled,800
2,s00000000,d00000208,6.967,3700,controlled,800
1,s00000088,d00000094,3.424,4565,controlled,800
10,s00000185,d00000200,2.978,2671,controlled,800
15,s00000080,d00000019,15.293,17388,controlled,800
2,s00000025,d00000194,2.123,1310,controlled,800
13,s00000052,d00000131,5.915,7785,controlled,800
10,s00000184,d00000066,4.748,5113,controlled,800
3,s00000034,d00000181,1.351,1270,controlled,800
2,s00000179,d00000065,4.73,2706,controlled,800
2,s00000009,d00000007,10.886,5073,controlled,800
13,s00000075,d00000197,2.436,529,controlled,800
14,s00000096,d00000138,2.881,1599,controlled,800
8,s00000120,d00000247,7.762,5356,controlled,800
6,s00000167,d00000215,7.767,5872,controlled,800
0,s00000009,d00000234,6.299,4296,controlled,800
10,s00000150,d00000216,3.312,1013,controlled,800
4,s00000184,d00000029,3.193,2686,controlled,800
11,s00000219,d00000254,2.489,2897,controlled,800
7,s00000012,d00000119,7.741,3685,controlled,800
8,s00000180,d00000229,8.604,6780,controlled,800
11,s00000093,d00000141,4.867,2516,controlled,800
4,s00000119,d00000078,1.942,2459,controlled,800
4,s00000201,d00000076,5.047,5850,controlled,800
1,s00000198,d00000252,6.377,4840,controlled,800
11,s00000193,d00000195,9.237,10429,controlled,800
13,s00000162,d00000214,5.423,1556,controlled,800
10,s00000255,d00000133,1.972,231,controlled,800
12,s00000221,d00000109,3.093,2833,controlled,800
14,s00000159,d00000128,22.346,16759,controlled,800
15,s00000230,d00000029,10.224,3129,controlled,800
6,s00000237,d00000245,18.553,21039,controlled,800
15,s00000072,d00000025,8.037,4501,controlled,800
1,s00000000,d00000208,2.36,342,controlled,800
4,s00000240,d00000176,2.555,1459,controlled,800
3,s00000130,d00000032,6.232,4350,controlled,800
8,s00000210,d00000213,5.104,6957,controlled,800
13,s00000210,d00000183,4.905,1599,controlled,800
11,s00000143,d00000236,8.027,5964,controlled,800
7,s00000214,d00000249,0.972,793,controlled,800
5,s00000064,d00000121,12.523,15742,controlled,800
9,s00000234,d00000201,4.122,2564,controlled,800
10,s00000223,d00000093,10.662,5960,controlled,800
5,s00000099,d00000155,4.231,3981,controlled,800
4,s00000227,d00000035,10.257,12882,controlled,800
13,s00000111,d00000145,16.311,15332,controlled,800
13,s00000075,d00000110,1.954,246,controlled,800
0,s00000147,d00000239,4.535,676,controlled,800
14,s00000062,d00000087,7.872,7392,controlled,800
15,s00000245,d00000207,15.123,8832,controlled,800
13,s00000048,d00000248,13.339,5576,controlled,800
12,s00000121,d00000204,3.556,512,controlled,800
5,s00000108,d00000161,5.416,4257,controlled,800
3,s00000010,d00000094,6.092,8450,controlled,800
3,s00000226,d00000183,15.047,11240,controlled,800
11,s00000190,d00000048,1.09,142,controlled,800
15,s00000191,d00000181,5.146,6922,controlled,800
3,s00000245,d00000207,4.782,1588,controlled,800
10,s00000160,d00000238,9.05,11294,controlled,800
4,s00000183,d00000229,11.366,2626,controlled,800
3,s00000083,d00000082,10.073,9207,controlled,800
9,s00000110,d00000133,9.362,2284,controlled,800
6,s00000077,d00000206,10.249,2019,controlled,800
8,s00000207,d00000184,1.591,1318,controlled,800
3,s00000024,d00000132,3.866,5602,controlled,800
12,s00000222,d00000052,8.255,3310,controlled,800
5,s00000052,d00000131,8.475,2187,controlled,800
10,s00000031,d00000044,1.968,2094,controlled,800
7,s00000220,d00000174,2.649,577,controlled,800
0,s00000149,d00000195,8.658,12259,controlled,800
8,s00000131,d00000182,2.918,706,controlled,800
2,s00000121,d00000162,10.108,12251,controlled,800
4,s00000151,d00000142,17.602,17708,controlled,800
0,s00000062,d00000016,6.029,2936,controlled,800
12,s00000107,d00000040,8.015,810,controlled,800
11,s00000039,d00000000,7.027,2888,controlled,800
3,s00000062,d00000087,11.107,2377,controlled,800
10,s00000038,d00000085,16.667,4534,controlled,800
5,s00000078,d00000195,7.775,9921,controlled,800
15,s00000206,d00000203,4.792,5069,controlled,800
3,s00000236,d00000198,2.497,2252,controlled,800
8,s00000035,d00000211,4.906,962,controlled,800
9,s00000025,d00000194,3.721,3010,controlled,800
9,s00000241,d00000181,9.993,14340,controlled,800
15,s00000126,d00000215,10.941,14289,controlled,800
11,s00000104,d00000052,4.138,4933,controlled,800
3,s00000078,d00000190,5.549,6054,controlled,800
3,s00000210,d00000159,8.938,9528,controlled,800
14,s00000214,d00000168,3.316,590,controlled,800
6,s00000042,d00000239,8.355,11505,controlled,800
0,s00000232,d00000065,6.718,3540,controlled,800
10,s00000003,d00000157,9.36,702,controlled,800
6,s00000215,d00000141,1.432,1570,controlled,800
6,s00000220,d00000240,7.449,1922,controlled,800
6,s00000173,d00000191,2.397,2975,controlled,800
8,s00000146,d00000224,6.626,5002,controlled,800
14,s00000112,d00000152,4.941,6626,controlled,800
0,s00000012,d00000232,6.933,6822,controlled,800
10,s00000095,d00000165,6.46,6124,controlled,800
6,s00000041,d00000035,10.708,2259,controlled,800
6,s00000215,d00000141,5.309,1402,controlled,800
6,s00000247,d00000155,12.378,9965,controlled,800
12,s00000129,d00000021,3.625,1834,controlled,800
11,s00000231,d00000003,6.935,1033,controlled,800
5,s00000005,d00000036,6.379,7189,controlled,800
12,s00000195,d00000060,5.196,3123,controlled,800
3,s00000131,d00000250,4.582,1004,controlled,800
13,s00000063,d00000007,7.53,1943,controlled,800
11,s00000099,d00000094,5.647,4771,controlled,800
11,s00000185,d00000200,9.174,10596,controlled,800
14,s00000077,d00000206,4.819,2390,controlled,800
7,s00000230,d00000211,18.274,20485,controlled,800
9,s00000042,d00000059,15.424,7095,controlled,800
10,s00000058,d00000237,3.827,4600,controlled,800
5,s00000116,d00000020,8.387,1216,controlled,800
7,s00000017,d00000225,3.003,1868,controlled,800
1,s00000253,d00000149,11.768,1130,controlled,800
7,s00000167,d00000215,5.505,1569,controlled,800
9,s00000100,d00000226,6.451,1510,controlled,800
5,s00000251,d00000215,7.784,8632,controlled,800
10,s00000190,d00000048,0.242,74,controlled,800
13,s00000000,d00000208,7.326,4806,controlled,800
15,s00000211,d00000080,14.751,19855,controlled,800
4,s00000047,d00000184,0.115,27,controlled,800
3,s00000220,d00000174,7.276,3471,controlled,800
1,s00000222,d00000052,3.925,349,controlled,800
11,s00000043,d00000073,12.16,10640,controlled,800
0,s00000023,d00000115,1.834,864,controlled,800
2,s00000119,d00000036,5.292,905,controlled,800
4,s00000196,d00000254,2.408,2206,controlled,800
15,s00000079,d00000220,4.177,2991,controlled,800
0,s00000150,d00000131,1.591,1181,controlled,800
12,s00000228,d00000052,5.773,7159,controlled,800
11,s00000035,d00000049,3.88,2406,controlled,800
11,s00000224,d00000183,15.004,2761,controlled,800
2,s00000186,d00000220,6.246,500,controlled,800
14,s00000047,d00000039,4.127,281,controlled,800
4,s00000214,d00000168,2.344,1903,controlled,800
12,s00000173,d00000005,2.847,4037,controlled,800
11,s00000041,d00000035,4.51,6531,controlled,800
9,s00000135,d00000039,8.675,10853,controlled,800
13,s00000094,d00000186,17.406,5483,controlled,800
1,s00000014,d00000006,5.108,6584,controlled,800
12,s00000001,d00000080,9.209,10544,controlled,800
14,s00000187,d00000215,1.054,1433,controlled,800
10,s00000140,d00000008,16.425,2940,controlled,800
9,s00000245,d00000213,5.861,8100,controlled,800
11,s00000233,d00000161,1.171,1303,controlled,800
4,s00000021,d00000072,1.613,2119,controlled,800
5,s00000245,d00000213,3.989,2605,controlled,800
15,s00000014,d00000130,10.57,6131,controlled,800
15,s00000076,d00000035,25.146,26881,controlled,800
4,s00000175,d00000047,5.309,5909,controlled,800
6,s00000007,d00000140,2.683,2560,controlled,800
12,s00000060,d00000180,7.205,3588,controlled,800
10,s00000015,d00000214,7.509,4025,controlled,800
3,s00000191,d00000057,2.014,1118,controlled,800
8,s00000184,d00000184,5.714,7012,controlled,800
12,s00000168,d00000138,6.096,5481,controlled,800
6,s00000168,d00000009,4.268,2983,controlled,800
4,s00000174,d00000107,11.336,1326,controlled,800
3,s00000161,d00000254,4.043,5778,controlled,800
10,s00000058,d00000237,2.742,3276,controlled,800
15,s00000126,d00000215,3.049,3464,controlled,800
4,s00000217,d00000090,1.138,904,controlled,800
10,s00000137,d00000126,0.959,85,controlled,800
5,s00000180,d00000229,0.661,239,controlled,800
12,s00000218,d00000101,2.408,2685,controlled,800
7,s00000240,d00000219,6.209,4539,controlled,800
8,s00000214,d00000168,11.407,9947,controlled,800
6,s00000191,d00000057,2.205,975,controlled,800
5,s00000214,d00000081,2.659,3508,controlled,800
7,s00000035,d00000211,4.672,766,controlled,800
8,s00000087,d00000097,6.881,6131,controlled,800
8,s00000224,d00000036,10.64,4671,controlled,800
9,s00000028,d00000243,6.017,5517,controlled,800
10,s00000027,d00000189,2.619,647,controlled,800
5,s00000171,d00000099,9.405,8540,controlled,800
3,s00000229,d00000032,0.659,109,controlled,800
0,s00000034,d00000221,10.004,3721,controlled,800
6,s00000230,d00000029,11.964,16905,controlled,800
13,s00000041,d00000235,4.276,3134,controlled,800
12,s00000184,d00000184,2.449,3441,controlled,800
5,s00000208,d00000013,2.765,3529,controlled,800
7,s00000204,d00000161,1.507,1895,controlled,800
14,s00000111,d00000075,7.916,2248,controlled,800
3,s00000110,d00000226,5.19,2834,controlled,800
13,s00000023,d00000136,0.469,282,controlled,800
4,s00000008,d00000113,2.31,1217,controlled,800
14,s00000095,d00000160,5.536,6338,controlled,800
15,s00000202,d00000238,17.433,3382,controlled,800
0,s00000188,d00000130,7.584,9730,controlled,800
5,s00000094,d00000102,8.617,6402,controlled,800
9,s00000040,d00000138,8.002,2457,controlled,800
10,s00000058,d00000237,7.752,5403,controlled,800
12,s00000039,d00000000,2.49,1078,controlled,800
3,s00000232,d00000168,8.801,3995,controlled,800
2,s00000237,d00000245,4.121,4516,controlled,800
12,s00000062,d00000166,24.743,5988,controlled,800
10,s00000191,d00000023,1.599,1776,controlled,800
12,s00000011,d00000030,7.122,3853,controlled,800
13,s00000052,d00000131,3.603,1618,controlled,800
13,s00000115,d00000243,3.479,633,controlled,800
12,s00000095,d00000225,4.782,1152,controlled,800
14,s00000218,d00000210,5.218,2630,controlled,800
15,s00000143,d00000153,9.416,1685,controlled,800
3,s00000104,d00000179,4.081,1947,controlled,800
13,s00000240,d00000219,3.419,4578,controlled,800
8,s00000055,d00000126,13.086,10574,controlled,800
2,s00000110,d00000225,7.197,10011,controlled,800
3,s00000054,d00000123,1.555,1186,controlled,800
8,s00000202,d00000238,3.543,298,controlled,800
11,s00000045,d00000156,6.163,8541,controlled,800
6,s00000164,d00000118,8.481,5063,controlled,800
7,s00000190,d00000236,6.437,534,controlled,800
11,s00000234,d00000021,5.764,2646,controlled,800
11,s00000060,d00000135,3.755,240,controlled,800
12,s00000211,d00000039,7.933,5204,controlled,800
11,s00000047,d00000177,0.899,381,controlled,800
11,s00000053,d00000041,4.362,3529,controlled,800
3,s00000064,d00000121,5.058,6515,controlled,800
15,s00000086,d00000073,1.621,1181,controlled,800
13,s00000020,d00000200,7.801,3503,controlled,800
8,s00000151,d00000145,6.236,5300,controlled,800
6,s00000238,d00000189,0.6,710,controlled,800
13,s00000078,d00000195,12.08,9616,controlled,800
5,s00000040,d00000138,1.292,871,controlled,800
10,s00000230,d00000029,1.932,1563,controlled,800
9,s00000246,d00000162,6.617,966,controlled,800
10,s00000060,d00000186,0.892,1173,controlled,800
1,s00000215,d00000000,4.729,2715,controlled,800
1,s00000084,d00000017,2.507,1131,controlled,800
9,s00000040,d00000035,4.554,4919,controlled,800
11,s00000096,d00000169,2.976,982,controlled,800
12,s00000194,d00000187,5.241,3747,controlled,800
12,s00000037,d00000141,1.312,1641,controlled,800
3,s00000012,d00000119,2.89,4037,controlled,800
4,s00000063,d00000196,10.575,7868,controlled,800
13,s00000253,d00000139,7.678,7824,controlled,800
10,s00000025,d00000194,3.766,716,controlled,800
8,s00000092,d00000028,3.309,3841,controlled,800
9,s00000235,d00000032,2.367,2539,controlled,800
5,s00000024,d00000154,4.588,6519,controlled,800
1,s00000047,d00000184,7.222,6103,controlled,800
0,s00000107,d00000040,8.345,1469,controlled,800
5,s00000085,d00000012,9.655,10186,controlled,800
2,s00000039,d00000063,25.38,24035,controlled,800
11,s00000230,d00000029,4.601,1978,controlled,800
2,s00000146,d00000015,6.05,5251,controlled,800
2,s00000179,d00000067,2.079,2685,controlled,800
6,s00000024,d00000176,6.073,6983,controlled,800
7,s00000060,d00000186,1.79,558,controlled,800
6,s00000153,d00000212,10.427,1251,controlled,800
10,s00000084,d00000017,10.075,11908,controlled,800
8,s00000206,d00000203,4.168,2834,controlled,800
10,s00000150,d00000216,6.68,3213,controlled,800
4,s00000130,d00000078,4.687,3750,controlled,800
3,s00000215,d00000141,3.438,4332,controlled,800
11,s00000181,d00000035,3.451,2854,controlled,800
6,s00000037,d00000104,5.367,6510,controlled,800
10,s00000193,d00000102,3.429,1721,controlled,800
11,s00000041,d00000214,6.062,7068,controlled,800
10,s00000006,d00000100,11.128,15613,controlled,800
9,s00000191,d00000033,4.864,5053,controlled,800
6,s00000125,d00000072,3.054,4114,controlled,800
12,s00000071,d00000049,5.183,5950,controlled,800
10,s00000130,d00000235,3.579,619,controlled,800
10,s00000220,d00000174,5.947,6947,controlled,800
9,s00000031,d00000122,19.388,2230,controlled,800
12,s00000150,d00000216,4.364,4665,controlled,800
14,s00000220,d00000006,4.859,5491,controlled,800
5,s00000228,d00000193,3.865,754,controlled,800
5,s00000021,d00000072,1.853,678,controlled,800
10,s00000219,d00000219,6.933,4049,controlled,800
3,s00000204,d00000156,7.524,4439,controlled,800
12,s00000040,d00000035,2.892,3691,controlled,800
15,s00000198,d00000252,7.926,8726,controlled,800
6,s00000050,d00000121,3.328,313,controlled,800
4,s00000054,d00000124,5.861,1360,controlled,800
2,s00000037,d00000141,1.332,408,controlled,800
10,s00000101,d00000149,2.706,2806,controlled,800
12,s00000063,d00000196,3.665,4439,controlled,800
11,s00000174,d00000143,7.567,7423,controlled,800
10,s00000165,d00000199,5.133,6545,controlled,800
1,s00000251,d00000215,4.313,5059,controlled,800
9,s00000137,d00000126,4.572,5217,controlled,800
4,s00000151,d00000160,5.237,4200,controlled,800
3,s00000046,d00000192,0.251,251,controlled,800
12,s00000065,d00000221,3.204,2970,controlled,800
10,s00000038,d00000085,3.837,3235,controlled,800
11,s00000151,d00000145,11.662,13306,controlled,800
3,s00000111,d00000075,4.816,2037,controlled,800
3,s00000127,d00000239,5.114,4848,controlled,800
13,s00000159,d00000128,7.6,4332,controlled,800
13,s00000110,d00000225,1.383,429,controlled,800
1,s00000035,d00000049,8.835,3737,controlled,800
13,s00000064,d00000175,17.392,14087,controlled,800
14,s00000160,d00000238,2.028,1355,controlled,800
1,s00000125,d00000196,5.165,4370,controlled,800
0,s00000134,d00000189,1.789,1601,controlled,800
11,s00000144,d00000114,7.6,7303,controlled,800
13,s00000155,d00000040,7.39,5454,controlled,800
15,s00000188,d00000052,4.838,3275,controlled,800
3,s00000116,d00000078,5.756,8341,controlled,800
3,s00000060,d00000180,7.006,9809,controlled,800
1,s00000058,d00000237,3.531,4336,controlled,800
11,s00000173,d00000093,13.037,17965,controlled,800
3,s00000113,d00000077,3.3,2838,controlled,800
12,s00000129,d00000021,4.978,1354,controlled,800
12,s00000214,d00000249,18.183,4528,controlled,800
2,s00000096,d00000138,5.092,6854,controlled,800
12,s00000118,d00000107,9.635,4201,controlled,800
13,s00000072,d00000090,13.232,14621,controlled,800
1,s00000179,d00000067,9.892,2245,controlled,800
6,s00000062,d00000087,10.483,6017,controlled,800
6,s00000140,d00000008,0.09,30,controlled,800
12,s00000126,d00000215,1.126,143,controlled,800
3,s00000142,d00000175,7.061,4053,controlled,800
15,s00000173,d00000089,6.684,6122,controlled,800
11,s00000111,d00000075,3.073,830,controlled,800
12,s00000215,d00000141,5.771,7744,controlled,800
9,s00000181,d00000035,1.255,422,controlled,800
7,s00000115,d00000156,4.899,3410,controlled,800
14,s00000086,d00000224,3.332,4778,controlled,800
4,s00000075,d00000110,1.826,2164,controlled,800
11,s00000157,d00000109,1.141,825,controlled,800
14,s00000127,d00000165,2.65,2107,controlled,800
9,s00000101,d00000052,6.842,1683,controlled,800
11,s00000113,d00000041,1.777,618,controlled,800
15,s00000037,d00000203,8.354,10510,controlled,800
8,s00000027,d00000100,1.244,241,controlled,800
3,s00000186,d00000138,5.257,3770,controlled,800
13,s00000101,d00000044,4.89,2861,controlled,800
1,s00000115,d00000243,1.286,1762,controlled,800
14,s00000147,d00000153,1.789,406,controlled,800
5,s00000174,d00000143,7.01,6856,controlled,800
15,s00000203,d00000220,8.927,4187,controlled,800
10,s00000239,d00000172,11.117,10795,controlled,800
9,s00000131,d00000253,8.13,2504,controlled,800
3,s00000118,d00000107,2.618,3118,controlled,800
3,s00000014,d00000130,2.071,961,controlled,800
13,s00000241,d00000181,10.93,1825,controlled,800
15,s00000186,d00000138,5.837,3496,controlled,800
4,s00000173,d00000005,9.793,7864,controlled,800
5,s00000163,d00000079,3.134,4416,controlled,800
2,s00000240,d00000056,6.158,7365,controlled,800
14,s00000210,d00000213,3.839,1501,controlled,800
14,s00000251,d00000107,0.236,23,controlled,800
12,s00000149,d00000120,8.567,1499,controlled,800
3,s00000186,d00000220,2.883,2944,controlled,800
2,s00000008,d00000038,16.895,21760,controlled,800
2,s00000057,d00000122,5.202,4063,controlled,800
8,s00000181,d00000076,5.542,5004,controlled,800
11,s00000168,d00000095,8.752,3133,controlled,800
6,s00000173,d00000118,4.27,6042,controlled,800
12,s00000184,d00000029,3.408,1190,controlled,800
11,s00000160,d00000238,1.828,2062,controlled,800
8,s00000104,d00000199,3.755,5369,controlled,800
9,s00000076,d00000035,3.902,2209,controlled,800
5,s00000229,d00000049,8.519,11194,controlled,800
12,s00000153,d00000074,3.242,1579,controlled,800
15,s00000023,d00000136,4.108,5426,controlled,800
8,s00000005,d00000092,5.478,1731,controlled,800
0,s00000162,d00000171,3.379,574,controlled,800
4,s00000046,d00000248,6.425,7312,controlled,800
10,s00000174,d00000143,2.466,2511,controlled,800
4,s00000205,d00000179,6.156,7331,controlled,800
3,s00000204,d00000089,5.91,4610,controlled,800
11,s00000147,d00000153,5.027,6997,controlled,800
6,s00000189,d00000118,3.827,612,controlled,800
13,s00000204,d00000200,5.333,2096,controlled,800
5,s00000215,d00000141,6.218,7195,controlled,800
8,s00000233,d00000207,3.808,5068,controlled,800
5,s00000095,d00000160,3.906,871,controlled,800
11,s00000097,d00000102,9.338,9142,controlled,800
4,s00000028,d00000041,4.833,5582,controlled,800
2,s00000193,d00000058,10.072,10434,controlled,800
11,s00000167,d00000215,6.472,1812,controlled,800
9,s00000218,d00000049,3.469,4153,controlled,800
9,s00000137,d00000032,7.128,9708,controlled,800
14,s00000092,d00000048,2.557,3559,controlled,800
14,s00000153,d00000212,1.472,1554,controlled,800
8,s00000033,d00000092,1.239,1192,controlled,800
11,s00000136,d00000164,5.032,3693,controlled,800
10,s00000149,d00000120,2.213,1359,controlled,800
7,s00000121,d00000204,0.429,270,controlled,800
10,s00000027,d00000189,5.376,6311,controlled,800
9,s00000015,d00000214,3.284,2775,controlled,800
12,s00000200,d00000060,12.003,13744,controlled,800
13,s00000054,d00000123,3.344,498,controlled,800
7,s00000230,d00000250,10.64,4256,controlled,800
2,s00000206,d00000129,2.118,2711,controlled,800
10,s00000024,d00000130,7.369,5785,controlled,800
0,s00000235,d00000032,4.298,4942,controlled,800
5,s00000125,d00000072,15.698,22527,controlled,800
8,s00000161,d00000067,3.036,3722,controlled,800
11,s00000003,d00000159,9.46,10368,controlled,800
7,s00000153,d00000074,4.885,6478,controlled,800
4,s00000238,d00000242,2.95,1050,controlled,800
9,s00000077,d00000053,3.674,3549,controlled,800
8,s00000070,d00000110,1.786,2228,controlled,800
8,s00000111,d00000075,5.496,4930,controlled,800
14,s00000136,d00000040,3.33,3669,controlled,800
3,s00000195,d00000060,2.043,2294,controlled,800
13,s00000024,d00000132,12.078,12537,controlled,800
14,s00000142,d00000138,2.081,1209,controlled,800
4,s00000087,d00000220,3.172,244,controlled,800
15,s00000048,d00000170,4.715,6111,controlled,800
2,s00000199,d00000208,18.588,21841,controlled,800
3,s00000016,d00000253,2.09,817,controlled,800
14,s00000014,d00000006,1.64,1724,controlled,800
6,s00000214,d00000131,10.53,9666,controlled,800
1,s00000016,d00000253,3.245,3407,controlled,800
14,s00000146,d00000049,1.962,1584,controlled,800
13,s00000016,d00000097,5.855,5118,controlled,800
9,s00000065,d00000221,2.405,2869,controlled,800
2,s00000247,d00000050,3.078,3715,controlled,800
9,s00000058,d00000237,3.56,4724,controlled,800
5,s00000054,d00000123,1.399,1509,controlled,800
13,s00000134,d00000177,3.504,1833,controlled,800
15,s00000019,d00000196,1.758,1598,controlled,800
3,s00000171,d00000247,6.908,5188,controlled,800
10,s00000173,d00000118,2.879,3100,controlled,800
2,s00000217,d00000090,1.522,901,controlled,800
5,s00000136,d00000040,0.191,78,controlled,800
10,s00000234,d00000052,11.813,5954,controlled,800
9,s00000072,d00000025,8.78,1949,controlled,800
6,s00000167,d00000215,6.963,9463,controlled,800
11,s00000024,d00000132,4.597,1871,controlled,800
3,s00000146,d00000063,6.802,6523,controlled,800
11,s00000240,d00000050,2.183,3113,controlled,800
2,s00000107,d00000040,6.923,7712,controlled,800
15,s00000090,d00000045,0.863,395,controlled,800
3,s00000220,d00000227,2.858,857,controlled,800
13,s00000022,d00000107,18.604,12577,controlled,800
14,s00000248,d00000029,12.763,15902,controlled,800
13,s00000188,d00000130,1.412,1424,controlled,800
6,s00000153,d00000244,1.408,1663,controlled,800
5,s00000184,d00000015,4.811,2502,controlled,800
2,s00000006,d00000100,6.397,2431,controlled,800
3,s00000086,d00000211,10.173,10295,controlled,800
4,s00000051,d00000144,10.42,4168,controlled,800
10,s00000215,d00000068,14.875,12927,controlled,800
2,s00000241,d00000102,15.622,12857,controlled,800
5,s00000029,d00000054,0.53,428,controlled,800
14,s00000024,d00000130,5.637,5152,controlled,800
3,s00000191,d00000181,4.224,1491,controlled,800
4,s00000231,d00000024,1.796,955,controlled,800
5,s00000094,d00000144,9.593,12941,controlled,800
5,s00000151,d00000160,5.325,7034,controlled,800
4,s00000077,d00000248,10.241,2960,controlled,800
6,s00000220,d00000006,5.751,6907,controlled,800
10,s00000072,d00000090,4.925,4319,controlled,800
0,s00000108,d00000161,0.912,593,controlled,800
2,s00000101,d00000254,16.72,3010,controlled,800
9,s00000014,d00000006,9.272,1715,controlled,800
14,s00000058,d00000237,4.368,1328,controlled,800
5,s00000202,d00000238,6.561,2572,controlled,800
1,s00000101,d00000254,2.328,1551,controlled,800
13,s00000199,d00000208,10.143,4321,controlled,800
6,s00000074,d00000041,9.655,4277,controlled,800
6,s00000095,d00000225,1.589,1489,controlled,800
12,s00000252,d00000042,2.491,2187,controlled,800
5,s00000003,d00000157,4.3,3719,controlled,800
13,s00000008,d00000113,1.905,953,controlled,800
3,s00000010,d00000094,1.334,1893,controlled,800
6,s00000111,d00000075,5.988,4712,controlled,800
7,s00000243,d00000127,2.949,2504,controlled,800
3,s00000035,d00000049,2.512,972,controlled,800
14,s00000086,d00000193,3.803,2339,controlled,800
6,s00000219,d00000043,2.419,2723,controlled,800
15,s00000034,d00000018,3.48,2715,controlled,800
10,s00000162,d00000214,8.468,11160,controlled,800
7,s00000244,d00000086,8.313,9502,controlled,800
5,s00000202,d00000064,5.018,6106,controlled,800
12,s00000238,d00000189,4.228,4474,controlled,800
3,s00000107,d00000040,5.228,831,controlled,800
3,s00000202,d00000255,5.597,6997,controlled,800
0,s00000218,d00000210,6.522,1324,controlled,800
14,s00000086,d00000193,5.813,3499,controlled,800
0,s00000110,d00000157,3.48,2975,controlled,800
9,s00000241,d00000030,4.356,3807,controlled,800
11,s00000204,d00000200,3.693,3302,controlled,800
5,s00000008,d00000130,9.15,10568,controlled,800
14,s00000238,d00000242,5.557,4951,controlled,800
11,s00000010,d00000025,8.088,1545,controlled,800
14,s00000253,d00000139,2.507,1018,controlled,800
8,s00000092,d00000028,5.223,3745,controlled,800
7,s00000079,d00000182,5.731,1519,controlled,800
6,s00000029,d00000054,1.375,1357,controlled,800
4,s00000095,d00000225,4.523,5057,controlled,800
8,s00000145,d00000109,7.92,9512,controlled,800
11,s00000161,d00000254,11.263,3075,controlled,800
15,s00000237,d00000245,3.821,5402,controlled,800
3,s00000167,d00000215,3.332,507,controlled,800
5,s00000028,d00000201,1.396,257,controlled,800
3,s00000008,d00000081,0.536,392,controlled,800
3,s00000006,d00000100,0.459,642,controlled,800
7,s00000000,d00000208,6.061,4158,controlled,800
9,s00000015,d00000186,3.542,425,controlled,800
14,s00000116,d00000078,3.474,3123,controlled,800
9,s00000110,d00000225,6.307,7001,controlled,800
0,s00000138,d00000120,8.404,8916,controlled,800
3,s00000220,d00000006,11.042,1745,controlled,800
5,s00000080,d00000241,9.463,6189,controlled,800
5,s00000208,d00000106,5.141,1018,controlled,800
6,s00000173,d00000191,0.22,161,controlled,800
6,s00000067,d00000002,4.603,2592,controlled,800
9,s00000113,d00000138,2.262,1484,controlled,800
4,s00000202,d00000176,2.403,2906,controlled,800
0,s00000172,d00000116,4.907,6835,controlled,800
0,s00000013,d00000062,5.58,2835,controlled,800
15,s00000033,d00000092,11.372,6425,controlled,800
0,s00000254,d00000109,4.541,331,controlled,800
10,s00000202,d00000033,4.614,6261,controlled,800
4,s00000086,d00000073,3.925,2987,controlled,800
4,s00000100,d00000226,1.851,168,controlled,800
14,s00000016,d00000253,15.086,9082,controlled,800
10,s00000111,d00000075,9.021,6937,controlled,800
9,s00000168,d00000182,6.901,1525,controlled,800
14,s00000115,d00000243,5.139,2801,controlled,800
14,s00000222,d00000231,12.391,867,controlled,800
12,s00000014,d00000185,6.287,4193,controlled,800
8,s00000063,d00000083,18.515,20200,controlled,800
6,s00000202,d00000255,4.83,6038,controlled,800
9,s00000088,d00000094,6.965,3622,controlled,800
11,s00000077,d00000248,3.196,2934,controlled,800
6,s00000096,d00000007,15.705,7790,controlled,800
3,s00000163,d00000079,6.882,9105,controlled,800
11,s00000012,d00000226,4.241,2947,controlled,800
